string,numbers,errors
fadcbeadcff,"[6, 1, 4, 3, 2, 5, 1, 4, 3, 6, 6]",0
ccfadccccfe,"[3, 3, 6, 1, 4, 3, 3, 3, 3, 6, 5]",0
badcbcffadc,"[2, 1, 4, 3, 2, 3, 6, 6, 1, 4, 3]",0
ffadcbadcfc,"[6, 6, 1, 4, 3, 2, 1, 4, 3, 6, 3]",0
ffadcccccba,"[6, 6, 1, 4, 3, 3, 3, 3, 3, 2, 1]",0
bdcbdcfeadc,"[2, 4, 3, 2, 4, 3, 6, 5, 1, 4, 3]",0
eadcccccccb,"[5, 1, 4, 3, 3, 3, 3, 3, 3, 3, 2]",0
dcccbfadcba,"[4, 3, 3, 3, 2, 6, 1, 4, 3, 2, 1]",0
cfcbcbfccba,"[3, 6, 3, 2, 3, 2, 6, 3, 3, 2, 1]",0
eadcfeadcfa,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 6, 1]",0
bbeadcfcfcf,"[2, 2, 5, 1, 4, 3, 6, 3, 6, 3, 6]",0
adccbdccbbb,"[1, 4, 3, 3, 2, 4, 3, 3, 2, 2, 2]",0
adcbcfccfcf,"[1, 4, 3, 2, 3, 6, 3, 3, 6, 3, 6]",0
ccbadcfeadc,"[3, 3, 2, 1, 4, 3, 6, 5, 1, 4, 3]",0
fccfeadcbbb,"[6, 3, 3, 6, 5, 1, 4, 3, 2, 2, 2]",0
adcbbdcfead,"[1, 4, 3, 2, 2, 4, 3, 6, 5, 1, 4]",0
fcbbbadcbad,"[6, 3, 2, 2, 2, 1, 4, 3, 2, 1, 4]",0
beadccbbfcb,"[2, 5, 1, 4, 3, 3, 2, 2, 6, 3, 2]",0
cfeadccbead,"[3, 6, 5, 1, 4, 3, 3, 2, 5, 1, 4]",0
ffccfffcfea,"[6, 6, 3, 3, 6, 6, 6, 3, 6, 5, 1]",0
adcfcfeadcf,"[1, 4, 3, 6, 3, 6, 5, 1, 4, 3, 6]",0
feadcccffad,"[6, 5, 1, 4, 3, 3, 3, 6, 6, 1, 4]",0
adcbdccbdcb,"[1, 4, 3, 2, 4, 3, 3, 2, 4, 3, 2]",0
eadcfadccbf,"[5, 1, 4, 3, 6, 1, 4, 3, 3, 2, 6]",0
dcbadcfcbdc,"[4, 3, 2, 1, 4, 3, 6, 3, 2, 4, 3]",0
eadcbadcfad,"[5, 1, 4, 3, 2, 1, 4, 3, 6, 1, 4]",0
adccbdcbdcb,"[1, 4, 3, 3, 2, 4, 3, 2, 4, 3, 2]",0
adcbfadcbcc,"[1, 4, 3, 2, 6, 1, 4, 3, 2, 3, 3]",0
eadcccffead,"[5, 1, 4, 3, 3, 3, 6, 6, 5, 1, 4]",0
adcbadcbdcf,"[1, 4, 3, 2, 1, 4, 3, 2, 4, 3, 6]",0
ffeadccfadc,"[6, 6, 5, 1, 4, 3, 3, 6, 1, 4, 3]",0
dccbccfcfad,"[4, 3, 3, 2, 3, 3, 6, 3, 6, 1, 4]",0
badccbfccfa,"[2, 1, 4, 3, 3, 2, 6, 3, 3, 6, 1]",0
cfadcffeadc,"[3, 6, 1, 4, 3, 6, 6, 5, 1, 4, 3]",0
beadccbeadc,"[2, 5, 1, 4, 3, 3, 2, 5, 1, 4, 3]",0
adccbccbcbb,"[1, 4, 3, 3, 2, 3, 3, 2, 3, 2, 2]",0
cfffeadcbcb,"[3, 6, 6, 6, 5, 1, 4, 3, 2, 3, 2]",0
eadcffffcbb,"[5, 1, 4, 3, 6, 6, 6, 6, 3, 2, 2]",0
fadccffcfcc,"[6, 1, 4, 3, 3, 6, 6, 3, 6, 3, 3]",0
eadcccfeadc,"[5, 1, 4, 3, 3, 3, 6, 5, 1, 4, 3]",0
fcfadcffead,"[6, 3, 6, 1, 4, 3, 6, 6, 5, 1, 4]",0
bfeadcfeadc,"[2, 6, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
bcbdcfeadcb,"[2, 3, 2, 4, 3, 6, 5, 1, 4, 3, 2]",0
eadcbadcbea,"[5, 1, 4, 3, 2, 1, 4, 3, 2, 5, 1]",0
ccbfadccbea,"[3, 3, 2, 6, 1, 4, 3, 3, 2, 5, 1]",0
cffadcfccfc,"[3, 6, 6, 1, 4, 3, 6, 3, 3, 6, 3]",0
adcbfccfadc,"[1, 4, 3, 2, 6, 3, 3, 6, 1, 4, 3]",0
adcbfadcfea,"[1, 4, 3, 2, 6, 1, 4, 3, 6, 5, 1]",0
adccfadcbdc,"[1, 4, 3, 3, 6, 1, 4, 3, 2, 4, 3]",0
beadcbeadcc,"[2, 5, 1, 4, 3, 2, 5, 1, 4, 3, 3]",0
cbfeadcbcfe,"[3, 2, 6, 5, 1, 4, 3, 2, 3, 6, 5]",0
bcccfeadccc,"[2, 3, 3, 3, 6, 5, 1, 4, 3, 3, 3]",0
eadcfeadccb,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 3, 2]",0
fadcfadccbe,"[6, 1, 4, 3, 6, 1, 4, 3, 3, 2, 5]",0
dcffeadcbad,"[4, 3, 6, 6, 5, 1, 4, 3, 2, 1, 4]",0
adcbcfeadcb,"[1, 4, 3, 2, 3, 6, 5, 1, 4, 3, 2]",0
bbfccccccbd,"[2, 2, 6, 3, 3, 3, 3, 3, 3, 2, 4]",0
eadccbdcffc,"[5, 1, 4, 3, 3, 2, 4, 3, 6, 6, 3]",0
dccbbbeadcc,"[4, 3, 3, 2, 2, 2, 5, 1, 4, 3, 3]",0
dcbfadcbadc,"[4, 3, 2, 6, 1, 4, 3, 2, 1, 4, 3]",0
feadcbfeadc,"[6, 5, 1, 4, 3, 2, 6, 5, 1, 4, 3]",0
bcfadcffcfe,"[2, 3, 6, 1, 4, 3, 6, 6, 3, 6, 5]",0
fadccbfadcb,"[6, 1, 4, 3, 3, 2, 6, 1, 4, 3, 2]",0
dcbcbdcbcbb,"[4, 3, 2, 3, 2, 4, 3, 2, 3, 2, 2]",0
eadcbeadcfe,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 6, 5]",0
bdccfccffad,"[2, 4, 3, 3, 6, 3, 3, 6, 6, 1, 4]",0
feadccffcba,"[6, 5, 1, 4, 3, 3, 6, 6, 3, 2, 1]",0
feadccbeadc,"[6, 5, 1, 4, 3, 3, 2, 5, 1, 4, 3]",0
fadcbeadccb,"[6, 1, 4, 3, 2, 5, 1, 4, 3, 3, 2]",0
cfeadcfadcf,"[3, 6, 5, 1, 4, 3, 6, 1, 4, 3, 6]",0
eadcbeadccf,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 3, 6]",0
adcccbccbad,"[1, 4, 3, 3, 3, 2, 3, 3, 2, 1, 4]",0
dcfadcbbfea,"[4, 3, 6, 1, 4, 3, 2, 2, 6, 5, 1]",0
bcfeadcbfea,"[2, 3, 6, 5, 1, 4, 3, 2, 6, 5, 1]",0
cfcbdcfcbfe,"[3, 6, 3, 2, 4, 3, 6, 3, 2, 6, 5]",0
dcfcfcbffad,"[4, 3, 6, 3, 6, 3, 2, 6, 6, 1, 4]",0
adcbeadcbdc,"[1, 4, 3, 2, 5, 1, 4, 3, 2, 4, 3]",0
eadccccccff,"[5, 1, 4, 3, 3, 3, 3, 3, 3, 6, 6]",0
dcffadcbcbb,"[4, 3, 6, 6, 1, 4, 3, 2, 3, 2, 2]",0
fffcbbbbbdc,"[6, 6, 6, 3, 2, 2, 2, 2, 2, 4, 3]",0
badcfeadccb,"[2, 1, 4, 3, 6, 5, 1, 4, 3, 3, 2]",0
ffeadcccccc,"[6, 6, 5, 1, 4, 3, 3, 3, 3, 3, 3]",0
bccbeadcbfa,"[2, 3, 3, 2, 5, 1, 4, 3, 2, 6, 1]",0
ffeadcbadcc,"[6, 6, 5, 1, 4, 3, 2, 1, 4, 3, 3]",0
badcfeadcbd,"[2, 1, 4, 3, 6, 5, 1, 4, 3, 2, 4]",0
fadcbadccff,"[6, 1, 4, 3, 2, 1, 4, 3, 3, 6, 6]",0
cfeadcbbcfc,"[3, 6, 5, 1, 4, 3, 2, 2, 3, 6, 3]",0
bcccfeadccc,"[2, 3, 3, 3, 6, 5, 1, 4, 3, 3, 3]",0
adcfadcfccc,"[1, 4, 3, 6, 1, 4, 3, 6, 3, 3, 3]",0
eadcbadccbd,"[5, 1, 4, 3, 2, 1, 4, 3, 3, 2, 4]",0
ffcbeadccfe,"[6, 6, 3, 2, 5, 1, 4, 3, 3, 6, 5]",0
bfeadcccffe,"[2, 6, 5, 1, 4, 3, 3, 3, 6, 6, 5]",0
badcbfadcfc,"[2, 1, 4, 3, 2, 6, 1, 4, 3, 6, 3]",0
dcbcbeadcfa,"[4, 3, 2, 3, 2, 5, 1, 4, 3, 6, 1]",0
ccbeadccfff,"[3, 3, 2, 5, 1, 4, 3, 3, 6, 6, 6]",0
adcbeadcfcb,"[1, 4, 3, 2, 5, 1, 4, 3, 6, 3, 2]",0
bdcbccfadcc,"[2, 4, 3, 2, 3, 3, 6, 1, 4, 3, 3]",0
cbbfeadcccf,"[3, 2, 2, 6, 5, 1, 4, 3, 3, 3, 6]",0
bcccfeadccb,"[2, 3, 3, 3, 6, 5, 1, 4, 3, 3, 2]",0
dcffeadcbcf,"[4, 3, 6, 6, 5, 1, 4, 3, 2, 3, 6]",0
bdcfeadcccf,"[2, 4, 3, 6, 5, 1, 4, 3, 3, 3, 6]",0
fadcccfeadc,"[6, 1, 4, 3, 3, 3, 6, 5, 1, 4, 3]",0
cfcbdcccfcc,"[3, 6, 3, 2, 4, 3, 3, 3, 6, 3, 3]",0
cccbadcbead,"[3, 3, 3, 2, 1, 4, 3, 2, 5, 1, 4]",0
ccfeadcfcbe,"[3, 3, 6, 5, 1, 4, 3, 6, 3, 2, 5]",0
dcbdcbadccb,"[4, 3, 2, 4, 3, 2, 1, 4, 3, 3, 2]",0
adcbbbdcccb,"[1, 4, 3, 2, 2, 2, 4, 3, 3, 3, 2]",0
adcccbffead,"[1, 4, 3, 3, 3, 2, 6, 6, 5, 1, 4]",0
feadcfccfcc,"[6, 5, 1, 4, 3, 6, 3, 3, 6, 3, 3]",0
dcfcfcbdcff,"[4, 3, 6, 3, 6, 3, 2, 4, 3, 6, 6]",0
fcbadcbadcb,"[6, 3, 2, 1, 4, 3, 2, 1, 4, 3, 2]",0
eadcbbdcbcf,"[5, 1, 4, 3, 2, 2, 4, 3, 2, 3, 6]",0
cfeadccbdcf,"[3, 6, 5, 1, 4, 3, 3, 2, 4, 3, 6]",0
cbcfeadccbb,"[3, 2, 3, 6, 5, 1, 4, 3, 3, 2, 2]",0
bbcbadcccbf,"[2, 2, 3, 2, 1, 4, 3, 3, 3, 2, 6]",0
dccffffcfad,"[4, 3, 3, 6, 6, 6, 6, 3, 6, 1, 4]",0
bfffadcffff,"[2, 6, 6, 6, 1, 4, 3, 6, 6, 6, 6]",0
fffcccbfcff,"[6, 6, 6, 3, 3, 3, 2, 6, 3, 6, 6]",0
cbbadccfcbe,"[3, 2, 2, 1, 4, 3, 3, 6, 3, 2, 5]",0
cfccbcbbbad,"[3, 6, 3, 3, 2, 3, 2, 2, 2, 1, 4]",0
dcfadcbeadc,"[4, 3, 6, 1, 4, 3, 2, 5, 1, 4, 3]",0
dcfffccfadc,"[4, 3, 6, 6, 6, 3, 3, 6, 1, 4, 3]",0
cbeadcbadcb,"[3, 2, 5, 1, 4, 3, 2, 1, 4, 3, 2]",0
dcfadccbbbf,"[4, 3, 6, 1, 4, 3, 3, 2, 2, 2, 6]",0
dccbeadcfad,"[4, 3, 3, 2, 5, 1, 4, 3, 6, 1, 4]",0
feadcfeadcb,"[6, 5, 1, 4, 3, 6, 5, 1, 4, 3, 2]",0
dcfffeadccb,"[4, 3, 6, 6, 6, 5, 1, 4, 3, 3, 2]",0
adccbcfcfcc,"[1, 4, 3, 3, 2, 3, 6, 3, 6, 3, 3]",0
adcffeadcff,"[1, 4, 3, 6, 6, 5, 1, 4, 3, 6, 6]",0
dcbadcccccb,"[4, 3, 2, 1, 4, 3, 3, 3, 3, 3, 2]",0
bdcbbdcbdcb,"[2, 4, 3, 2, 2, 4, 3, 2, 4, 3, 2]",0
adcbbcfadcb,"[1, 4, 3, 2, 2, 3, 6, 1, 4, 3, 2]",0
dcfadcfffcf,"[4, 3, 6, 1, 4, 3, 6, 6, 6, 3, 6]",0
beadcfeadcc,"[2, 5, 1, 4, 3, 6, 5, 1, 4, 3, 3]",0
adccbbcbadc,"[1, 4, 3, 3, 2, 2, 3, 2, 1, 4, 3]",0
eadcccbeadc,"[5, 1, 4, 3, 3, 3, 2, 5, 1, 4, 3]",0
adccbadcccf,"[1, 4, 3, 3, 2, 1, 4, 3, 3, 3, 6]",0
dcbdcffeadc,"[4, 3, 2, 4, 3, 6, 6, 5, 1, 4, 3]",0
dcffeadcccc,"[4, 3, 6, 6, 5, 1, 4, 3, 3, 3, 3]",0
eadccbdcfad,"[5, 1, 4, 3, 3, 2, 4, 3, 6, 1, 4]",0
fadcbbfcfcf,"[6, 1, 4, 3, 2, 2, 6, 3, 6, 3, 6]",0
dcccbdcfadc,"[4, 3, 3, 3, 2, 4, 3, 6, 1, 4, 3]",0
fadcccffccb,"[6, 1, 4, 3, 3, 3, 6, 6, 3, 3, 2]",0
ffadccfcfcb,"[6, 6, 1, 4, 3, 3, 6, 3, 6, 3, 2]",0
cbbfeadccfc,"[3, 2, 2, 6, 5, 1, 4, 3, 3, 6, 3]",0
bfeadcbadcf,"[2, 6, 5, 1, 4, 3, 2, 1, 4, 3, 6]",0
adcfcbadcfa,"[1, 4, 3, 6, 3, 2, 1, 4, 3, 6, 1]",0
cfeadcbbead,"[3, 6, 5, 1, 4, 3, 2, 2, 5, 1, 4]",0
cffadcccbea,"[3, 6, 6, 1, 4, 3, 3, 3, 2, 5, 1]",0
dcfadcccbea,"[4, 3, 6, 1, 4, 3, 3, 3, 2, 5, 1]",0
fffadcbadcf,"[6, 6, 6, 1, 4, 3, 2, 1, 4, 3, 6]",0
eadcffeadcf,"[5, 1, 4, 3, 6, 6, 5, 1, 4, 3, 6]",0
adcbadcfadc,"[1, 4, 3, 2, 1, 4, 3, 6, 1, 4, 3]",0
bdcfadcfadc,"[2, 4, 3, 6, 1, 4, 3, 6, 1, 4, 3]",0
beadccbadcb,"[2, 5, 1, 4, 3, 3, 2, 1, 4, 3, 2]",0
bdcffcbcbea,"[2, 4, 3, 6, 6, 3, 2, 3, 2, 5, 1]",0
eadcfadcbad,"[5, 1, 4, 3, 6, 1, 4, 3, 2, 1, 4]",0
adccbffadcc,"[1, 4, 3, 3, 2, 6, 6, 1, 4, 3, 3]",0
dccbdcfeadc,"[4, 3, 3, 2, 4, 3, 6, 5, 1, 4, 3]",0
eadcffadccc,"[5, 1, 4, 3, 6, 6, 1, 4, 3, 3, 3]",0
feadcbcbadc,"[6, 5, 1, 4, 3, 2, 3, 2, 1, 4, 3]",0
cbdcffeadcb,"[3, 2, 4, 3, 6, 6, 5, 1, 4, 3, 2]",0
ccbfcffeadc,"[3, 3, 2, 6, 3, 6, 6, 5, 1, 4, 3]",0
cfcfcffadcb,"[3, 6, 3, 6, 3, 6, 6, 1, 4, 3, 2]",0
dccbbdccbea,"[4, 3, 3, 2, 2, 4, 3, 3, 2, 5, 1]",0
bccbbeadcff,"[2, 3, 3, 2, 2, 5, 1, 4, 3, 6, 6]",0
bdcbbcbfccc,"[2, 4, 3, 2, 2, 3, 2, 6, 3, 3, 3]",0
eadccbadcbc,"[5, 1, 4, 3, 3, 2, 1, 4, 3, 2, 3]",0
dccccbadcba,"[4, 3, 3, 3, 3, 2, 1, 4, 3, 2, 1]",0
adcfcbeadcc,"[1, 4, 3, 6, 3, 2, 5, 1, 4, 3, 3]",0
badccffffea,"[2, 1, 4, 3, 3, 6, 6, 6, 6, 5, 1]",0
dcbdccfeadc,"[4, 3, 2, 4, 3, 3, 6, 5, 1, 4, 3]",0
ccbdcfadcbe,"[3, 3, 2, 4, 3, 6, 1, 4, 3, 2, 5]",0
eadccbfadcf,"[5, 1, 4, 3, 3, 2, 6, 1, 4, 3, 6]",0
adcfeadcbad,"[1, 4, 3, 6, 5, 1, 4, 3, 2, 1, 4]",0
adcccbcbbea,"[1, 4, 3, 3, 3, 2, 3, 2, 2, 5, 1]",0
adcffeadcfe,"[1, 4, 3, 6, 6, 5, 1, 4, 3, 6, 5]",0
fadcbdccfcb,"[6, 1, 4, 3, 2, 4, 3, 3, 6, 3, 2]",0
fcbdcfcbffe,"[6, 3, 2, 4, 3, 6, 3, 2, 6, 6, 5]",0
dcfcccfadcb,"[4, 3, 6, 3, 3, 3, 6, 1, 4, 3, 2]",0
bdcfcbccbdc,"[2, 4, 3, 6, 3, 2, 3, 3, 2, 4, 3]",0
bcbadcbadcb,"[2, 3, 2, 1, 4, 3, 2, 1, 4, 3, 2]",0
cbadcbcfffe,"[3, 2, 1, 4, 3, 2, 3, 6, 6, 6, 5]",0
cfeadcffcff,"[3, 6, 5, 1, 4, 3, 6, 6, 3, 6, 6]",0
cbeadccffcc,"[3, 2, 5, 1, 4, 3, 3, 6, 6, 3, 3]",0
adcccfeadcb,"[1, 4, 3, 3, 3, 6, 5, 1, 4, 3, 2]",0
fcbeadcfead,"[6, 3, 2, 5, 1, 4, 3, 6, 5, 1, 4]",0
dccbeadcfcf,"[4, 3, 3, 2, 5, 1, 4, 3, 6, 3, 6]",0
cbadcfcbbbf,"[3, 2, 1, 4, 3, 6, 3, 2, 2, 2, 6]",0
adcfeadcfcb,"[1, 4, 3, 6, 5, 1, 4, 3, 6, 3, 2]",0
fadcccccbcc,"[6, 1, 4, 3, 3, 3, 3, 3, 2, 3, 3]",0
cfeadcfcbad,"[3, 6, 5, 1, 4, 3, 6, 3, 2, 1, 4]",0
adccfadcbff,"[1, 4, 3, 3, 6, 1, 4, 3, 2, 6, 6]",0
cbbadcffcff,"[3, 2, 2, 1, 4, 3, 6, 6, 3, 6, 6]",0
feadcbcfcba,"[6, 5, 1, 4, 3, 2, 3, 6, 3, 2, 1]",0
bfadcbadcfc,"[2, 6, 1, 4, 3, 2, 1, 4, 3, 6, 3]",0
adcbadcfadc,"[1, 4, 3, 2, 1, 4, 3, 6, 1, 4, 3]",0
eadcbbadcff,"[5, 1, 4, 3, 2, 2, 1, 4, 3, 6, 6]",0
bfccbdcbead,"[2, 6, 3, 3, 2, 4, 3, 2, 5, 1, 4]",0
bdcfffeadcb,"[2, 4, 3, 6, 6, 6, 5, 1, 4, 3, 2]",0
badcffeadcc,"[2, 1, 4, 3, 6, 6, 5, 1, 4, 3, 3]",0
eadcfcfcccb,"[5, 1, 4, 3, 6, 3, 6, 3, 3, 3, 2]",0
dcbadcfcbad,"[4, 3, 2, 1, 4, 3, 6, 3, 2, 1, 4]",0
cfeadcfadcf,"[3, 6, 5, 1, 4, 3, 6, 1, 4, 3, 6]",0
dcbbfccbcbb,"[4, 3, 2, 2, 6, 3, 3, 2, 3, 2, 2]",0
adccfccffea,"[1, 4, 3, 3, 6, 3, 3, 6, 6, 5, 1]",0
adccffadcbc,"[1, 4, 3, 3, 6, 6, 1, 4, 3, 2, 3]",0
fadcfffffad,"[6, 1, 4, 3, 6, 6, 6, 6, 6, 1, 4]",0
cbfeadcccff,"[3, 2, 6, 5, 1, 4, 3, 3, 3, 6, 6]",0
fcffeadcbea,"[6, 3, 6, 6, 5, 1, 4, 3, 2, 5, 1]",0
dcfcbcbbccb,"[4, 3, 6, 3, 2, 3, 2, 2, 3, 3, 2]",0
eadcbbfadcc,"[5, 1, 4, 3, 2, 2, 6, 1, 4, 3, 3]",0
adcfffcbccb,"[1, 4, 3, 6, 6, 6, 3, 2, 3, 3, 2]",0
bdcfeadccbc,"[2, 4, 3, 6, 5, 1, 4, 3, 3, 2, 3]",0
feadccbbead,"[6, 5, 1, 4, 3, 3, 2, 2, 5, 1, 4]",0
adcfadcbbbd,"[1, 4, 3, 6, 1, 4, 3, 2, 2, 2, 4]",0
eadcccfcfad,"[5, 1, 4, 3, 3, 3, 6, 3, 6, 1, 4]",0
adcbeadcbad,"[1, 4, 3, 2, 5, 1, 4, 3, 2, 1, 4]",0
cccfcfeadcb,"[3, 3, 3, 6, 3, 6, 5, 1, 4, 3, 2]",0
eadcbeadcba,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 2, 1]",0
dccbadcbadc,"[4, 3, 3, 2, 1, 4, 3, 2, 1, 4, 3]",0
bbdcfcccbad,"[2, 2, 4, 3, 6, 3, 3, 3, 2, 1, 4]",0
cbeadcfffcc,"[3, 2, 5, 1, 4, 3, 6, 6, 6, 3, 3]",0
bdcbeadcfcb,"[2, 4, 3, 2, 5, 1, 4, 3, 6, 3, 2]",0
fadccbbadcc,"[6, 1, 4, 3, 3, 2, 2, 1, 4, 3, 3]",0
badcfadcfea,"[2, 1, 4, 3, 6, 1, 4, 3, 6, 5, 1]",0
cbbfcfeadcc,"[3, 2, 2, 6, 3, 6, 5, 1, 4, 3, 3]",0
adcbeadccbc,"[1, 4, 3, 2, 5, 1, 4, 3, 3, 2, 3]",0
adcbfadcccf,"[1, 4, 3, 2, 6, 1, 4, 3, 3, 3, 6]",0
cfadcbccccf,"[3, 6, 1, 4, 3, 2, 3, 3, 3, 3, 6]",0
adcbfadcfea,"[1, 4, 3, 2, 6, 1, 4, 3, 6, 5, 1]",0
dcfffffeadc,"[4, 3, 6, 6, 6, 6, 6, 5, 1, 4, 3]",0
adcfadcfadc,"[1, 4, 3, 6, 1, 4, 3, 6, 1, 4, 3]",0
fcfeadcbccb,"[6, 3, 6, 5, 1, 4, 3, 2, 3, 3, 2]",0
badccfcbadc,"[2, 1, 4, 3, 3, 6, 3, 2, 1, 4, 3]",0
eadccffcbbe,"[5, 1, 4, 3, 3, 6, 6, 3, 2, 2, 5]",0
bfcbeadcbad,"[2, 6, 3, 2, 5, 1, 4, 3, 2, 1, 4]",0
ffeadccfadc,"[6, 6, 5, 1, 4, 3, 3, 6, 1, 4, 3]",0
fccbeadcfcc,"[6, 3, 3, 2, 5, 1, 4, 3, 6, 3, 3]",0
bcfadcccbea,"[2, 3, 6, 1, 4, 3, 3, 3, 2, 5, 1]",0
dcfadccbbad,"[4, 3, 6, 1, 4, 3, 3, 2, 2, 1, 4]",0
dcfcfeadcfa,"[4, 3, 6, 3, 6, 5, 1, 4, 3, 6, 1]",0
eadcccbadcf,"[5, 1, 4, 3, 3, 3, 2, 1, 4, 3, 6]",0
feadccfcbcc,"[6, 5, 1, 4, 3, 3, 6, 3, 2, 3, 3]",0
adcccfffead,"[1, 4, 3, 3, 3, 6, 6, 6, 5, 1, 4]",0
adccfadcbfe,"[1, 4, 3, 3, 6, 1, 4, 3, 2, 6, 5]",0
cfeadccbfea,"[3, 6, 5, 1, 4, 3, 3, 2, 6, 5, 1]",0
ccbbadcccfe,"[3, 3, 2, 2, 1, 4, 3, 3, 3, 6, 5]",0
adcffccfadc,"[1, 4, 3, 6, 6, 3, 3, 6, 1, 4, 3]",0
ccbfadcbadc,"[3, 3, 2, 6, 1, 4, 3, 2, 1, 4, 3]",0
adcbadcbead,"[1, 4, 3, 2, 1, 4, 3, 2, 5, 1, 4]",0
eadcbadccba,"[5, 1, 4, 3, 2, 1, 4, 3, 3, 2, 1]",0
fcbcbeadccc,"[6, 3, 2, 3, 2, 5, 1, 4, 3, 3, 3]",0
eadccfcbcfa,"[5, 1, 4, 3, 3, 6, 3, 2, 3, 6, 1]",0
feadcccfead,"[6, 5, 1, 4, 3, 3, 3, 6, 5, 1, 4]",0
eadcbbeadcc,"[5, 1, 4, 3, 2, 2, 5, 1, 4, 3, 3]",0
eadcccffccb,"[5, 1, 4, 3, 3, 3, 6, 6, 3, 3, 2]",0
cfeadcbcfcc,"[3, 6, 5, 1, 4, 3, 2, 3, 6, 3, 3]",0
dcbcfadccba,"[4, 3, 2, 3, 6, 1, 4, 3, 3, 2, 1]",0
adccbcfadcc,"[1, 4, 3, 3, 2, 3, 6, 1, 4, 3, 3]",0
fffcbbfcffe,"[6, 6, 6, 3, 2, 2, 6, 3, 6, 6, 5]",0
cbadcfeadcf,"[3, 2, 1, 4, 3, 6, 5, 1, 4, 3, 6]",0
bbffeadcffa,"[2, 2, 6, 6, 5, 1, 4, 3, 6, 6, 1]",0
ffadcccfcff,"[6, 6, 1, 4, 3, 3, 3, 6, 3, 6, 6]",0
fadcbfadcfa,"[6, 1, 4, 3, 2, 6, 1, 4, 3, 6, 1]",0
eadcbbeadcb,"[5, 1, 4, 3, 2, 2, 5, 1, 4, 3, 2]",0
cfadcfeadcf,"[3, 6, 1, 4, 3, 6, 5, 1, 4, 3, 6]",0
badcfffadcf,"[2, 1, 4, 3, 6, 6, 6, 1, 4, 3, 6]",0
dcccccccfad,"[4, 3, 3, 3, 3, 3, 3, 3, 6, 1, 4]",0
adcfeadcfea,"[1, 4, 3, 6, 5, 1, 4, 3, 6, 5, 1]",0
fadccfeadcc,"[6, 1, 4, 3, 3, 6, 5, 1, 4, 3, 3]",0
eadcfeadcff,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 6, 6]",0
adcbfcffcfa,"[1, 4, 3, 2, 6, 3, 6, 6, 3, 6, 1]",0
dcffadcfffc,"[4, 3, 6, 6, 1, 4, 3, 6, 6, 6, 3]",0
cccccbdcfea,"[3, 3, 3, 3, 3, 2, 4, 3, 6, 5, 1]",0
fccbbeadccb,"[6, 3, 3, 2, 2, 5, 1, 4, 3, 3, 2]",0
adcccbdcccc,"[1, 4, 3, 3, 3, 2, 4, 3, 3, 3, 3]",0
dcffadcbbdc,"[4, 3, 6, 6, 1, 4, 3, 2, 2, 4, 3]",0
cfeadcbfadc,"[3, 6, 5, 1, 4, 3, 2, 6, 1, 4, 3]",0
adcbbcbcfad,"[1, 4, 3, 2, 2, 3, 2, 3, 6, 1, 4]",0
fcfeadcbdcf,"[6, 3, 6, 5, 1, 4, 3, 2, 4, 3, 6]",0
adcbbadcffe,"[1, 4, 3, 2, 2, 1, 4, 3, 6, 6, 5]",0
beadcffcfcc,"[2, 5, 1, 4, 3, 6, 6, 3, 6, 3, 3]",0
ffccfadcbfc,"[6, 6, 3, 3, 6, 1, 4, 3, 2, 6, 3]",0
bbfeadcbfea,"[2, 2, 6, 5, 1, 4, 3, 2, 6, 5, 1]",0
dcbadcffcbb,"[4, 3, 2, 1, 4, 3, 6, 6, 3, 2, 2]",0
fadccccbbbd,"[6, 1, 4, 3, 3, 3, 3, 2, 2, 2, 4]",0
bccbbeadccb,"[2, 3, 3, 2, 2, 5, 1, 4, 3, 3, 2]",0
cfadcccfead,"[3, 6, 1, 4, 3, 3, 3, 6, 5, 1, 4]",0
fcfadcfeadc,"[6, 3, 6, 1, 4, 3, 6, 5, 1, 4, 3]",0
adcfadcbadc,"[1, 4, 3, 6, 1, 4, 3, 2, 1, 4, 3]",0
ccffffeadcb,"[3, 3, 6, 6, 6, 6, 5, 1, 4, 3, 2]",0
beadcbfeadc,"[2, 5, 1, 4, 3, 2, 6, 5, 1, 4, 3]",0
cffeadcfadc,"[3, 6, 6, 5, 1, 4, 3, 6, 1, 4, 3]",0
feadcccfadc,"[6, 5, 1, 4, 3, 3, 3, 6, 1, 4, 3]",0
adcbfeadcbe,"[1, 4, 3, 2, 6, 5, 1, 4, 3, 2, 5]",0
fccccbeadcc,"[6, 3, 3, 3, 3, 2, 5, 1, 4, 3, 3]",0
adccbcfffcf,"[1, 4, 3, 3, 2, 3, 6, 6, 6, 3, 6]",0
cffadcccfad,"[3, 6, 6, 1, 4, 3, 3, 3, 6, 1, 4]",0
adcbadccbbe,"[1, 4, 3, 2, 1, 4, 3, 3, 2, 2, 5]",0
cbeadcfeadc,"[3, 2, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
